SLA (m)  	SSH (m)  	lat (degrees_north)  	
DV	DV	30.023303	
DV	DV	30.071541	
DV	DV	30.119771	
DV	DV	30.167995	
DV	DV	30.216212	
DV	DV	30.264422	
DV	DV	30.312624	
DV	DV	30.36082	
DV	DV	30.409008	
DV	DV	30.45719	
DV	DV	30.505364	
DV	DV	30.553531	
DV	DV	30.601691	
DV	DV	30.649844	
DV	DV	30.697989	
DV	DV	30.746128	
DV	DV	30.794259	
DV	DV	30.842383	
DV	DV	30.8905	
DV	DV	30.938609	
DV	DV	30.986711	
DV	DV	31.034805	
DV	DV	31.082893	
DV	DV	31.130973	
DV	DV	31.179045	
DV	DV	31.22711	
DV	DV	31.275168	
DV	DV	31.323218	
DV	DV	31.371261	
DV	DV	31.419296	
DV	DV	31.467324	
DV	DV	31.515344	
DV	DV	31.563356	
DV	DV	31.611361	
DV	DV	31.659359	
DV	DV	31.707349	
DV	DV	31.755331	
DV	DV	31.803305	
DV	DV	31.851272	
DV	DV	31.899231	
DV	DV	31.947182	
DV	DV	31.995126	
DV	DV	32.043061	
DV	DV	32.090989	
DV	DV	32.13891	
DV	DV	32.186822	
DV	DV	32.234726	
DV	DV	32.282623	
DV	DV	32.330511	
DV	DV	32.378392	
DV	DV	32.426265	
DV	DV	32.47413	
DV	DV	32.521986	
DV	DV	32.569835	
DV	DV	32.617676	
DV	DV	32.665509	
DV	DV	32.713333	
DV	DV	32.76115	
DV	DV	32.808958	
DV	DV	32.856758	
DV	DV	32.90455	
DV	DV	32.962777	
DV	DV	33.010551	
DV	DV	33.073736	
DV	DV	33.111872	
DV	DV	33.15962	
DV	DV	33.207359	
DV	DV	33.255091	
DV	DV	33.681389	
DV	DV	33.729036	
DV	DV	33.776674	
DV	DV	33.824304	
DV	DV	34.141818	
DV	DV	34.166711	
DV	DV	34.214269	
DV	DV	34.369474	
DV	DV	34.416994	
DV	DV	34.464505	
DV	DV	34.862657	
DV	DV	34.926929	
DV	DV	34.951517	
DV	DV	35.078327	
DV	DV	35.125711	
DV	DV	35.173085	
DV	DV	35.633166	
DV	DV	35.680439	
DV	DV	35.727702	
DV	DV	35.756393	
DV	DV	35.784158	
DV	DV	35.892733	
DV	DV	35.917491	
DV	DV	35.95542	
DV	DV	35.980261	
DV	DV	36.027463	
DV	DV	36.074655	
DV	DV	36.112491	
DV	DV	36.159665	
DV	DV	36.206829	
DV	DV	36.253983	
DV	DV	36.301127	
DV	DV	36.348261	
DV	DV	36.395385	
DV	DV	36.442499	
DV	DV	36.489602	
DV	DV	36.536696	
DV	DV	36.58378	
DV	DV	36.633969	
DV	DV	36.681031	
DV	DV	36.728083	
DV	DV	36.775125	
DV	DV	36.822157	
DV	DV	36.869179	
DV	DV	36.91619	
DV	DV	36.96319	
DV	DV	37.010181	
DV	DV	37.057161	
DV	DV	37.10413	
DV	DV	37.151089	
DV	DV	37.198037	
DV	DV	37.244975	
DV	DV	37.291902	
DV	DV	37.338819	
DV	DV	37.385725	
DV	DV	37.43262	
DV	DV	37.479505	
DV	DV	37.526379	
DV	DV	37.573242	
DV	DV	37.620094	
DV	DV	37.666936	
DV	DV	37.713766	
DV	DV	37.760586	
DV	DV	37.807395	
DV	DV	37.854193	
DV	DV	37.90098	
DV	DV	37.947756	
DV	DV	37.99452	
DV	DV	38.04537	
DV	DV	38.075175	
DV	DV	38.104975	
DV	DV	38.162804	
DV	DV	38.220527	
DV	DV	38.257132	
DV	DV	38.298399	
DV	DV	38.323408	
DV	DV	38.364571	
DV	DV	38.389483	
DV	DV	38.439963	
DV	DV	38.471773	
DV	DV	38.505909	
DV	DV	38.537708	
DV	DV	38.564928	
DV	DV	38.601467	
DV	DV	38.648074	
DV	DV	38.694669	
DV	DV	38.741253	
DV	DV	38.787825	
DV	DV	38.834386	
DV	DV	38.880935	
DV	DV	38.927473	
DV	DV	38.973998	
DV	DV	39.020512	
DV	DV	39.067014	
DV	DV	39.113504	
DV	DV	39.159983	
DV	DV	39.206449	
DV	DV	39.252904	
DV	DV	39.299347	
DV	DV	39.328511	
DV	DV	39.374934	
DV	DV	39.53202	
DV	DV	39.575409	
DV	DV	39.621768	
DV	DV	39.668115	
DV	DV	39.714449	
DV	DV	39.760771	
DV	DV	39.80708	
DV	DV	39.853377	
DV	DV	39.899662	
DV	DV	39.945934	
DV	DV	39.988604	
DV	DV	40.040687	
DV	DV	40.067329	
DV	DV	40.103123	
DV	DV	40.141308	
DV	DV	40.187514	
DV	DV	40.394255	
DV	DV	40.440391	
DV	DV	40.486516	
DV	DV	40.532627	
DV	DV	40.578725	
DV	DV	40.62481	
DV	DV	40.670882	
DV	DV	40.716941	
DV	DV	40.762987	
DV	DV	40.80902	
DV	DV	40.85504	
DV	DV	40.901047	
DV	DV	40.94704	
DV	DV	40.99302	
DV	DV	41.038987	
DV	DV	41.08494	
DV	DV	41.13088	
DV	DV	41.176806	
DV	DV	41.22272	
DV	DV	41.268619	
DV	DV	41.314505	
DV	DV	41.360377	
DV	DV	41.406236	
DV	DV	41.452081	
DV	DV	41.497913	
DV	DV	41.54373	
DV	DV	41.589534	
DV	DV	41.635324	
DV	DV	41.6811	
DV	DV	41.726862	
DV	DV	41.772611	
DV	DV	41.818345	
DV	DV	41.864065	
DV	DV	41.909771	
DV	DV	41.955463	
DV	DV	42.001141	
DV	DV	42.046805	
DV	DV	42.092454	
DV	DV	42.138089	
DV	DV	42.18371	
DV	DV	42.229317	
DV	DV	42.274909	
DV	DV	42.320486	
DV	DV	42.366049	
DV	DV	42.411598	
DV	DV	42.457132	
DV	DV	42.502651	
DV	DV	42.548156	
DV	DV	42.593646	
DV	DV	42.639121	
DV	DV	42.684582	
DV	DV	42.730027	
DV	DV	42.775458	
DV	DV	42.820874	
DV	DV	42.866274	
DV	DV	42.91166	
DV	DV	42.957031	
DV	DV	43.002387	
DV	DV	43.047727	
DV	DV	43.093053	
DV	DV	43.138363	
DV	DV	43.183657	
DV	DV	43.228937	
DV	DV	43.274201	
DV	DV	43.504743	
DV	DV	43.54275	
DV	DV	43.587907	
DV	DV	43.612263	
DV	DV	43.6728	
DV	DV	43.717911	
DV	DV	43.763006	
DV	DV	43.808085	
DV	DV	43.853148	
DV	DV	43.898195	
DV	DV	43.943225	
DV	DV	43.98824	
DV	DV	44.033239	
DV	DV	44.078221	
DV	DV	44.123187	
DV	DV	44.168137	
DV	DV	44.21307	
DV	DV	44.257988	
DV	DV	44.302888	
DV	DV	44.770677	
DV	DV	44.815386	
DV	DV	44.860078	
DV	DV	44.904752	
DV	DV	44.94941	
DV	DV	44.99405	
DV	DV	45.038673	
DV	DV	45.083279	
DV	DV	45.127867	
DV	DV	45.172437	
DV	DV	45.216991	
DV	DV	45.261527	
DV	DV	45.306045	
DV	DV	45.350545	
DV	DV	45.395028	
DV	DV	45.439493	
DV	DV	45.48394	
DV	DV	45.52837	
DV	DV	45.572781	
DV	DV	45.617175	
DV	DV	45.66155	
DV	DV	45.705907	
DV	DV	45.750247	
DV	DV	45.794568	
DV	DV	45.83887	
DV	DV	45.883155	
DV	DV	45.927421	
DV	DV	45.971669	
DV	DV	46.015898	
DV	DV	46.060109	
DV	DV	46.099251	
DV	DV	46.122919	
DV	DV	46.168661	
DV	DV	46.212808	
DV	DV	46.256935	
DV	DV	46.301044	
DV	DV	46.345133	
DV	DV	46.389204	
DV	DV	46.433256	
DV	DV	46.702288	
DV	DV	46.758224	
DV	DV	46.802114	
DV	DV	46.845984	
DV	DV	46.889835	
DV	DV	46.933666	
DV	DV	46.977477	
DV	DV	47.021268	
DV	DV	47.06504	
DV	DV	47.108791	
DV	DV	47.152523	
DV	DV	47.196235	
DV	DV	47.239926	
DV	DV	47.283597	
DV	DV	47.327249	
DV	DV	47.370879	
DV	DV	47.41449	
DV	DV	47.474638	
DV	DV	47.5182	
DV	DV	47.561741	
DV	DV	47.605262	
DV	DV	47.648761	
DV	DV	47.69224	
DV	DV	47.735698	
DV	DV	47.779136	
DV	DV	47.822552	
DV	DV	47.865947	
DV	DV	47.909321	
DV	DV	47.952674	
DV	DV	47.996006	
DV	DV	48.039316	
DV	DV	48.06218	
DV	DV	48.089282	
DV	DV	48.132547	
DV	DV	48.17579	
DV	DV	48.219011	
DV	DV	48.262211	
DV	DV	48.305388	
DV	DV	48.412396	
DV	DV	48.455498	
DV	DV	48.498578	
DV	DV	48.541615	
DV	DV	48.564304	
DV	DV	48.607328	
DV	DV	48.650329	
DV	DV	48.693309	
DV	DV	48.736266	
DV	DV	48.7792	
DV	DV	48.822112	
DV	DV	49.133357	
DV	DV	49.17608	
DV	DV	49.21878	
DV	DV	49.261456	
DV	DV	49.304109	
DV	DV	49.346739	
DV	DV	49.402081	
DV	DV	49.444657	
DV	DV	49.487209	
DV	DV	49.529737	
DV	DV	49.572241	
DV	DV	49.614721	
DV	DV	49.659785	
DV	DV	49.702216	
DV	DV	49.744623	
DV	DV	49.787005	
DV	DV	49.829363	
DV	DV	49.871697	
DV	DV	49.914007	
DV	DV	49.956292	
DV	DV	50.110302	
DV	DV	50.132896	
DV	DV	50.159699	
DV	DV	50.20184	
DV	DV	50.243956	
DV	DV	50.28805	
DV	DV	50.31215	
DV	DV	50.354199	
DV	DV	50.396224	
DV	DV	50.438223	
DV	DV	50.480196	
DV	DV	50.522144	
DV	DV	50.564067	
DV	DV	50.605963	
DV	DV	50.647834	
DV	DV	50.689679	
DV	DV	50.731497	
DV	DV	50.77329	
DV	DV	50.815057	
DV	DV	50.856797	
DV	DV	50.904726	
DV	DV	50.94641	
DV	DV	50.988067	
DV	DV	51.029698	
DV	DV	51.071301	
DV	DV	51.112879	
DV	DV	51.154429	
DV	DV	51.195952	
DV	DV	51.237448	
DV	DV	51.278918	
DV	DV	51.32036	
DV	DV	51.361774	
DV	DV	51.403162	
DV	DV	51.444522	
DV	DV	51.485854	
DV	DV	51.527159	
DV	DV	51.568436	
DV	DV	51.609685	
DV	DV	51.650906	
DV	DV	51.692099	
DV	DV	51.733265	
DV	DV	51.774402	
DV	DV	51.81551	
164.5149	124.8223	51.856591	
163.4091	123.6925	51.897643	
163.3269999999	123.5914999999	51.938666	
158.1064000001	118.3560000001	51.979661	
159.3347000001	119.5730000001	52.020627	
155.9256	116.1572	52.061564	
DV	DV	52.102472	
150.8957	111.1237	52.143352	
DV	DV	52.184202	
151.869	112.1102	52.225023	
145.8990999998	106.1525999998	52.265815	
DV	DV	52.306577	
141.6837	101.9759	52.34731	
139.504	99.8223	52.388013	
DV	DV	52.428687	
135.2983000002	95.6823000002	52.469331	
133.7615	94.1832	52.509944	
126.1264	86.5891	52.550528	
119.6848	80.1909	52.591082	
118.6847	79.234	52.631606	
DV	DV	52.6721	
DV	DV	52.712563	
DV	DV	52.752996	
DV	DV	52.793398	
DV	DV	52.833769	
DV	DV	52.87411	
111.4560999999	72.2020999999	52.91442	
DV	DV	52.954699	
DV	DV	52.994947	
128.5844000001	89.3261000001	53.035164	
142.9216999999	103.6537999999	53.075349	
149.3014	110.0227	53.115503	
148.7495999999	109.4585999999	53.155626	
140.81	101.5087	53.195717	
DV	DV	53.235777	
DV	DV	53.275804	
DV	DV	53.3158	
DV	DV	53.355764	
DV	DV	53.395696	
DV	DV	53.435595	
DV	DV	53.475463	
DV	DV	53.515298	
DV	DV	53.5551	
DV	DV	53.59487	
DV	DV	53.634607	
DV	DV	53.674311	
DV	DV	53.713982	
DV	DV	53.753621	
DV	DV	53.793226	
DV	DV	53.832798	
DV	DV	53.872336	
DV	DV	53.911841	
DV	DV	53.951313	
DV	DV	53.99075	
DV	DV	54.030154	
DV	DV	54.069524	
DV	DV	54.10886	
DV	DV	54.148162	
DV	DV	54.18743	
DV	DV	54.226663	
DV	DV	54.265862	
DV	DV	54.305026	
DV	DV	54.344155	
DV	DV	54.38325	
DV	DV	54.42231	
DV	DV	54.461334	
DV	DV	54.500324	
DV	DV	54.539278	
DV	DV	54.578197	
DV	DV	54.61708	
DV	DV	54.655928	
DV	DV	54.69474	
DV	DV	54.733516	
DV	DV	54.772256	
DV	DV	54.81096	
DV	DV	54.849628	
DV	DV	54.888259	
DV	DV	54.926854	
DV	DV	54.965412	
DV	DV	55.003934	
DV	DV	55.042419	
DV	DV	55.080867	
DV	DV	55.119278	
DV	DV	55.146107	
DV	DV	55.184454	
DV	DV	55.222764	
DV	DV	55.261037	
DV	DV	55.299272	
DV	DV	55.337469	
DV	DV	55.375629	
DV	DV	55.41375	
DV	DV	55.451833	
DV	DV	55.489878	
DV	DV	55.527885	
DV	DV	55.565853	
DV	DV	55.603782	
DV	DV	55.641673	
DV	DV	55.679525	
DV	DV	55.717337	
DV	DV	55.755111	
DV	DV	55.792845	
DV	DV	55.83054	
DV	DV	55.868195	
DV	DV	55.905811	
DV	DV	55.943386	
DV	DV	55.980922	
DV	DV	56.018418	
DV	DV	56.055874	
DV	DV	56.093289	
DV	DV	56.130664	
DV	DV	56.167998	
DV	DV	56.205291	
DV	DV	56.242543	
DV	DV	56.268631	
DV	DV	56.305814	
DV	DV	56.342955	
DV	DV	56.380055	
DV	DV	56.417114	
DV	DV	56.631034	
DV	DV	56.667807	
DV	DV	56.704537	
DV	DV	56.741225	
DV	DV	56.777869	
DV	DV	56.814471	
DV	DV	56.851029	
DV	DV	56.887544	
DV	DV	56.924016	
DV	DV	56.960444	
DV	DV	56.996828	
DV	DV	57.033168	
DV	DV	57.069465	
DV	DV	57.105717	
DV	DV	57.724234	
DV	DV	57.759654	
DV	DV	57.795026	
DV	DV	57.830352	
DV	DV	57.86563	
DV	DV	57.90086	
DV	DV	57.936043	
DV	DV	57.971178	
DV	DV	58.006264	
DV	DV	58.041303	
DV	DV	58.076294	
DV	DV	58.111235	
DV	DV	58.146129	
DV	DV	58.180973	
DV	DV	58.215769	
DV	DV	58.250515	
DV	DV	58.285213	
DV	DV	58.31986	
DV	DV	58.354458	
DV	DV	58.389007	
DV	DV	58.423505	
DV	DV	58.457954	
DV	DV	58.492352	
DV	DV	58.5267	
DV	DV	58.665256	
DV	DV	58.699347	
DV	DV	58.733386	
DV	DV	58.767374	
DV	DV	58.80131	
DV	DV	58.835194	
DV	DV	58.869026	
DV	DV	58.902805	
DV	DV	58.936533	
DV	DV	59.176901	
DV	DV	59.210193	
DV	DV	59.243432	
DV	DV	59.276616	
DV	DV	59.309745	
DV	DV	59.342821	
DV	DV	59.375841	
DV	DV	59.408807	
DV	DV	59.441717	
DV	DV	59.474573	
DV	DV	59.507373	
DV	DV	59.540117	
DV	DV	59.572805	
DV	DV	59.605438	
DV	DV	59.638014	
DV	DV	59.670534	
DV	DV	60.495141	
DV	DV	60.526072	
DV	DV	60.556941	
DV	DV	60.587748	
DV	DV	60.618494	
DV	DV	60.872962	
DV	DV	60.903118	
DV	DV	60.933211	
DV	DV	60.963239	
DV	DV	60.993203	
DV	DV	61.023103	
DV	DV	61.052937	
DV	DV	61.082707	
DV	DV	61.112412	
DV	DV	61.142051	
DV	DV	61.171625	
DV	DV	61.201133	
DV	DV	61.230574	
DV	DV	61.25995	
DV	DV	61.28926	
DV	DV	61.486348	
DV	DV	61.676433	
DV	DV	61.704762	
DV	DV	61.733021	
DV	DV	61.76121	
DV	DV	61.903936	
DV	DV	61.91908	
DV	DV	62.066552	
DV	DV	62.093888	
DV	DV	62.121152	
DV	DV	62.148343	
DV	DV	62.175461	
DV	DV	62.202506	
DV	DV	62.229478	
DV	DV	62.256376	
DV	DV	62.2832	
DV	DV	62.518218	
DV	DV	62.533194	
DV	DV	62.559234	
DV	DV	62.585198	
DV	DV	62.611086	
DV	DV	62.680696	
DV	DV	62.706299	
DV	DV	62.731824	
DV	DV	62.745708	
DV	DV	62.760247	
DV	DV	62.785607	
DV	DV	62.81089	
DV	DV	62.911695	
DV	DV	62.936582	
DV	DV	62.96139	
DV	DV	62.986117	
DV	DV	63.141886	
DV	DV	63.166019	
DV	DV	63.190071	
DV	DV	63.33268	
DV	DV	63.345579	
DV	DV	63.358453	
DV	DV	63.371302	
DV	DV	63.384126	
DV	DV	63.396925	
DV	DV	63.410473	
DV	DV	63.43367	
DV	DV	63.456783	
DV	DV	63.479812	
DV	DV	63.502757	
DV	DV	63.525617	
DV	DV	63.548392	
DV	DV	63.824036	
DV	DV	63.835874	
DV	DV	63.854776	
DV	DV	63.914999	
DV	DV	63.93624	
DV	DV	63.957392	
DV	DV	63.978455	
DV	DV	63.999428	
DV	DV	64.020312	
DV	DV	64.041107	
DV	DV	64.061811	
DV	DV	64.082425	
DV	DV	64.123925	
DV	DV	64.144265	
DV	DV	64.164513	
DV	DV	64.184671	
DV	DV	64.204736	
DV	DV	64.22471	
DV	DV	64.244593	
DV	DV	64.256948	
DV	DV	64.276681	
DV	DV	64.296321	
DV	DV	64.315868	
DV	DV	64.335322	
DV	DV	64.354683	
DV	DV	64.373951	
DV	DV	64.393125	
DV	DV	64.412206	
DV	DV	64.431192	
DV	DV	64.450085	
DV	DV	64.468883	
DV	DV	64.487586	
DV	DV	64.529111	
DV	DV	64.547506	
DV	DV	64.565806	
DV	DV	64.584011	
DV	DV	64.602119	
DV	DV	64.620132	
DV	DV	64.638048	
DV	DV	64.655868	
DV	DV	64.673591	
DV	DV	64.691217	
DV	DV	64.73446	
DV	DV	64.751748	
DV	DV	64.768938	
DV	DV	64.78603	
DV	DV	64.846443	
DV	DV	64.906032	
DV	DV	64.922313	
DV	DV	64.938495	
DV	DV	64.954577	
DV	DV	64.976847	
DV	DV	64.987871	
DV	DV	65.223018	
DV	DV	65.237191	
DV	DV	65.251261	
DV	DV	65.265226	
DV	DV	65.279088	
DV	DV	65.292846	
DV	DV	65.361564	
DV	DV	65.412997	
DV	DV	65.423574	
DV	DV	65.436183	
DV	DV	65.574973	
DV	DV	65.586229	
DV	DV	65.597378	
DV	DV	65.608418	
DV	DV	65.61935	
DV	DV	65.630173	
DV	DV	65.640887	
DV	DV	65.651493	
DV	DV	65.66199	
DV	DV	65.672377	
DV	DV	65.682655	
DV	DV	65.692823	
DV	DV	65.702882	
DV	DV	65.712832	
DV	DV	65.722671	
DV	DV	65.732401	
DV	DV	65.74202	
DV	DV	65.751529	
DV	DV	65.760928	
DV	DV	65.770216	
DV	DV	65.779394	
DV	DV	65.78846	
DV	DV	65.797416	
DV	DV	65.806261	
DV	DV	65.814995	
DV	DV	65.823618	
DV	DV	65.832129	
DV	DV	65.840528	
DV	DV	65.848816	
DV	DV	65.856993	
DV	DV	65.865057	
DV	DV	65.87301	
DV	DV	65.880851	
DV	DV	65.888579	
DV	DV	65.896195	
DV	DV	65.903699	
DV	DV	65.91109	
DV	DV	65.918369	
DV	DV	65.924026	
DV	DV	65.931103	
DV	DV	65.938067	
DV	DV	65.944919	
DV	DV	65.951657	
DV	DV	65.958282	
DV	DV	65.964794	
DV	DV	65.971192	
DV	DV	65.977477	
DV	DV	65.983649	
DV	DV	65.989707	
DV	DV	65.995651	
DV	DV	66.001482	
DV	DV	66.007198	
DV	DV	66.012801	
DV	DV	66.01829	
DV	DV	66.023664	
DV	DV	66.032822	
DV	DV	66.037882	
DV	DV	66.042827	
DV	DV	66.047658	
DV	DV	66.052375	
DV	DV	66.056977	
DV	DV	66.061464	
DV	DV	66.071868	
DV	DV	66.075963	
DV	DV	66.079942	
DV	DV	66.116696	
DV	DV	66.119267	
DV	DV	66.121722	
DV	DV	66.124062	
DV	DV	66.141624	
DV	DV	66.142168	
DV	DV	66.142932	
DV	DV	66.143789	
DV	DV	66.145712	
DV	DV	66.146094	
DV	DV	66.14636	
DV	DV	66.146511	
